"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          66, -1.29099832e-02, 6.39121276e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.92297583e-03, 6.39121276e-02, -1.29099832e-02, 0.00000000e+00, -2.01995829e-01, 0.00000000e+00, 0.00000000e+00, 5.91756430e-02, 3.28898801e+00, 2.73578406e+00, 6.29761697e+00, 0.00000000e+00, 4.0000000000, 2.0826908801, 0.0262729691
          67, -1.29997973e-02, 6.39619933e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.94431888e-03, 6.39619933e-02, -1.29997973e-02, 0.00000000e+00, -2.03242530e-01, 0.00000000e+00, 0.00000000e+00, 4.32190384e-02, 3.27259489e+00, 2.72532964e+00, 6.28004918e+00, 0.00000000e+00, 4.0000000000, 2.0946732917, 0.0266336637
          68, -1.30853895e-02, 6.40155840e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.96958071e-03, 6.40155840e-02, -1.30853895e-02, 0.00000000e+00, -2.04409437e-01, 0.00000000e+00, 0.00000000e+00, 4.03476364e-02, 3.26980660e+00, 2.71354961e+00, 6.27742707e+00, 0.00000000e+00, 4.0000000000, 2.1335095812, 0.0270105224
          69, -1.31783136e-02, 6.40731757e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -1.99220618e-03, 6.40731757e-02, -1.31783136e-02, 0.00000000e+00, -2.05675987e-01, 0.00000000e+00, 0.00000000e+00, 3.58530527e-02, 3.26564737e+00, 2.70048685e+00, 6.27360324e+00, 0.00000000e+00, 4.0000000000, 2.1405742588, 0.0273882962
          70, -1.32668530e-02, 6.41345728e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.01353878e-03, 6.41345728e-02, -1.32668530e-02, 0.00000000e+00, -2.06859614e-01, 0.00000000e+00, 0.00000000e+00, 3.13761296e-02, 3.26160223e+00, 2.68474507e+00, 6.26962790e+00, 0.00000000e+00, 4.0000000000, 2.1516795407, 0.0277647580
          71, -1.33527147e-02, 6.41974551e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.04006978e-03, 6.41974551e-02, -1.33527147e-02, 0.00000000e+00, -2.07994455e-01, 0.00000000e+00, 0.00000000e+00, 2.27191853e-02, 3.25366547e+00, 2.66809412e+00, 6.26134057e+00, 0.00000000e+00, 4.0000000000, 2.1627984613, 0.0281315153
          72, -1.34235400e-02, 6.42575473e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.06795470e-03, 6.42575473e-02, -1.34235400e-02, 0.00000000e+00, -2.08902153e-01, 0.00000000e+00, 0.00000000e+00, 1.32385107e-02, 3.24532990e+00, 2.64986429e+00, 6.25335486e+00, 0.00000000e+00, 4.0000000000, 2.1844621499, 0.0285100530
          73, -1.34913387e-02, 6.43146927e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.09649468e-03, 6.43146927e-02, -1.34913387e-02, 0.00000000e+00, -2.09770709e-01, 0.00000000e+00, 0.00000000e+00, -1.12205325e-03, 3.23210999e+00, 2.63114478e+00, 6.24028093e+00, 0.00000000e+00, 4.0000000000, 2.2084362206, 0.0288885793
          74, -1.35503429e-02, 6.43665318e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.12382110e-03, 6.43665318e-02, -1.35503429e-02, 0.00000000e+00, -2.10518457e-01, 0.00000000e+00, 0.00000000e+00, -1.72761485e-02, 3.21730041e+00, 2.60940613e+00, 6.22631204e+00, 0.00000000e+00, 4.0000000000, 2.2452522660, 0.0292523027
          75, -1.36070713e-02, 6.44147137e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.14861372e-03, 6.44147137e-02, -1.36070713e-02, 0.00000000e+00, -2.11241664e-01, 0.00000000e+00, 0.00000000e+00, -3.79317569e-02, 3.19834389e+00, 2.58207932e+00, 6.20740558e+00, 0.00000000e+00, 4.0000000000, 2.2874003909, 0.0296379427
          76, -1.36570851e-02, 6.44587194e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.17470339e-03, 6.44587194e-02, -1.36570851e-02, 0.00000000e+00, -2.11873355e-01, 0.00000000e+00, 0.00000000e+00, -6.32002149e-02, 3.17529362e+00, 2.55139938e+00, 6.18244539e+00, 0.00000000e+00, 4.0000000000, 2.3424481965, 0.0300109744
          77, -1.37135511e-02, 6.44986452e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20634077e-03, 6.44986452e-02, -1.37135511e-02, 0.00000000e+00, -2.12617661e-01, 0.00000000e+00, 0.00000000e+00, -8.89945533e-02, 3.15315656e+00, 2.51764214e+00, 6.15757501e+00, 0.00000000e+00, 4.0000000000, 2.4115941640, 0.0303946735
          78, -1.37645043e-02, 6.45357194e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.23709502e-03, 6.45357194e-02, -1.37645043e-02, 0.00000000e+00, -2.13285053e-01, 0.00000000e+00, 0.00000000e+00, -1.16659578e-01, 3.12919835e+00, 2.47596173e+00, 6.13499475e+00, 0.00000000e+00, 4.0000000000, 2.4842848644, 0.0307554788
          79, -1.38326497e-02, 6.45712181e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.27041266e-03, 6.45712181e-02, -1.38326497e-02, 0.00000000e+00, -2.14223149e-01, 0.00000000e+00, 0.00000000e+00, -1.46322807e-01, 3.10446673e+00, 2.42925444e+00, 6.11034097e+00, 0.00000000e+00, 4.0000000000, 2.5646842544, 0.0311279388
          80, -1.38973192e-02, 6.46053365e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.30384643e-03, 6.46053365e-02, -1.38973192e-02, 0.00000000e+00, -2.15111010e-01, 0.00000000e+00, 0.00000000e+00, -1.78154365e-01, 3.07904983e+00, 2.37807072e+00, 6.08381372e+00, 0.00000000e+00, 4.0000000000, 2.6537836874, 0.0315148736
          81, -1.39462744e-02, 6.46385651e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.33912661e-03, 6.46385651e-02, -1.39462744e-02, 0.00000000e+00, -2.15757796e-01, 0.00000000e+00, 0.00000000e+00, -2.10881681e-01, 3.05421575e+00, 2.32313529e+00, 6.05656777e+00, 0.00000000e+00, 5.0000000000, 2.7528420853, 0.0319012318
          82, -1.39866449e-02, 6.46715083e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.37382364e-03, 6.46715083e-02, -1.39866449e-02, 0.00000000e+00, -2.16272131e-01, 0.00000000e+00, 0.00000000e+00, -2.43939335e-01, 3.03001523e+00, 2.26581016e+00, 6.02810252e+00, 0.00000000e+00, 5.0000000000, 2.8585444985, 0.0323076618
          83, -1.40441987e-02, 6.47034709e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.40980768e-03, 6.47034709e-02, -1.40441987e-02, 0.00000000e+00, -2.17054796e-01, 0.00000000e+00, 0.00000000e+00, -2.77016135e-01, 3.00910000e+00, 2.21235364e+00, 6.00207151e+00, 0.00000000e+00, 5.0000000000, 2.9694347339, 0.0326971559
          84, -1.41063052e-02, 6.47347119e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.44536937e-03, 6.47347119e-02, -1.41063052e-02, 0.00000000e+00, -2.17909447e-01, 0.00000000e+00, 0.00000000e+00, -3.03551484e-01, 2.99380339e+00, 2.16898068e+00, 5.97946551e+00, 0.00000000e+00, 5.0000000000, 3.0846946771, 0.0331044633
          85, -1.41730636e-02, 6.47639419e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.48620576e-03, 6.47639419e-02, -1.41730636e-02, 0.00000000e+00, -2.18841893e-01, 0.00000000e+00, 0.00000000e+00, -3.29872879e-01, 2.97517559e+00, 2.14510148e+00, 5.95791526e+00, 0.00000000e+00, 5.0000000000, 3.1803861869, 0.0334865049
          86, -1.41927433e-02, 6.47908361e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.52092277e-03, 6.47908361e-02, -1.41927433e-02, 0.00000000e+00, -2.19054794e-01, 0.00000000e+00, 0.00000000e+00, -3.53123079e-01, 2.95509627e+00, 2.13041983e+00, 5.93565590e+00, 0.00000000e+00, 5.0000000000, 3.2782385727, 0.0338850785
          87, -1.42096909e-02, 6.48154562e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.56145613e-03, 6.48154562e-02, -1.42096909e-02, 0.00000000e+00, -2.19233062e-01, 0.00000000e+00, 0.00000000e+00, -3.70448846e-01, 2.93750180e+00, 2.11911102e+00, 5.91700998e+00, 0.00000000e+00, 5.0000000000, 3.3671747523, 0.0342905022
          88, -1.41928030e-02, 6.48352899e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.59975750e-03, 6.48352899e-02, -1.41928030e-02, 0.00000000e+00, -2.18905522e-01, 0.00000000e+00, 0.00000000e+00, -3.83247571e-01, 2.92175402e+00, 2.10723156e+00, 5.90102640e+00, 0.00000000e+00, 5.0000000000, 3.4350142258, 0.0346878855
          89, -1.41732009e-02, 6.48496573e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.63782367e-03, 6.48496573e-02, -1.41732009e-02, 0.00000000e+00, -2.18554754e-01, 0.00000000e+00, 0.00000000e+00, -3.92059072e-01, 2.90859811e+00, 2.09397722e+00, 5.88609405e+00, 0.00000000e+00, 5.0000000000, 3.4860041703, 0.0350760949
          90, -1.41566199e-02, 6.48621647e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.67682650e-03, 6.48621647e-02, -1.41566199e-02, 0.00000000e+00, -2.18256975e-01, 0.00000000e+00, 0.00000000e+00, -4.00489000e-01, 2.89561624e+00, 2.08126849e+00, 5.87157212e+00, 0.00000000e+00, 5.0000000000, 3.5215483275, 0.0354774462
          91, -1.41104690e-02, 6.48720866e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.70904626e-03, 6.48720866e-02, -1.41104690e-02, 0.00000000e+00, -2.17512181e-01, 0.00000000e+00, 0.00000000e+00, -4.08565068e-01, 2.88379116e+00, 2.06814874e+00, 5.85761345e+00, 0.00000000e+00, 5.0000000000, 3.5558924468, 0.0358760844
          92, -1.40407888e-02, 6.48791045e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.73491018e-03, 6.48791045e-02, -1.40407888e-02, 0.00000000e+00, -2.16414652e-01, 0.00000000e+00, 0.00000000e+00, -4.18192427e-01, 2.87110170e+00, 2.05695786e+00, 5.84317843e+00, 0.00000000e+00, 5.0000000000, 3.5891090230, 0.0362892872
          93, -1.39682226e-02, 6.48833639e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.76290072e-03, 6.48833639e-02, -1.39682226e-02, 0.00000000e+00, -2.15282035e-01, 0.00000000e+00, 0.00000000e+00, -4.28546507e-01, 2.85853893e+00, 2.04483609e+00, 5.82927220e+00, 0.00000000e+00, 5.0000000000, 3.6291116547, 0.0366744493
          94, -1.38890179e-02, 6.48878391e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.78741037e-03, 6.48878391e-02, -1.38890179e-02, 0.00000000e+00, -2.14046546e-01, 0.00000000e+00, 0.00000000e+00, -4.39522752e-01, 2.84597308e+00, 2.03292942e+00, 5.81490167e+00, 0.00000000e+00, 5.0000000000, 3.6726316285, 0.0370845472
          95, -1.38084812e-02, 6.48886081e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.81204147e-03, 6.48886081e-02, -1.38084812e-02, 0.00000000e+00, -2.12802857e-01, 0.00000000e+00, 0.00000000e+00, -4.51667852e-01, 2.83258136e+00, 2.02196182e+00, 5.80021893e+00, 0.00000000e+00, 5.0000000000, 3.7193366770, 0.0374755951
          96, -1.37283759e-02, 6.48888809e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.83807734e-03, 6.48888809e-02, -1.37283759e-02, 0.00000000e+00, -2.11567463e-01, 0.00000000e+00, 0.00000000e+00, -4.65690438e-01, 2.81708404e+00, 2.01059039e+00, 5.78441882e+00, 0.00000000e+00, 5.0000000000, 3.7717078245, 0.0378879387
          97, -1.36468375e-02, 6.48875058e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.86590150e-03, 6.48875058e-02, -1.36468375e-02, 0.00000000e+00, -2.10315334e-01, 0.00000000e+00, 0.00000000e+00, -4.81184202e-01, 2.80156468e+00, 1.99917614e+00, 5.76724483e+00, 0.00000000e+00, 5.0000000000, 3.8330928160, 0.0382701044
          98, -1.35703081e-02, 6.48861842e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.88543682e-03, 6.48861842e-02, -1.35703081e-02, 0.00000000e+00, -2.09140177e-01, 0.00000000e+00, 0.00000000e+00, -4.98119659e-01, 2.78499614e+00, 1.98786618e+00, 5.74910890e+00, 0.00000000e+00, 5.0000000000, 3.9020804362, 0.0386686605
          99, -1.35160780e-02, 6.48830566e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.90942816e-03, 6.48830566e-02, -1.35160780e-02, 0.00000000e+00, -2.08314446e-01, 0.00000000e+00, 0.00000000e+00, -5.15710080e-01, 2.76765026e+00, 1.97667973e+00, 5.73092088e+00, 0.00000000e+00, 5.0000000000, 3.9789084443, 0.0390735174
         100, -1.34709183e-02, 6.48814487e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.93792005e-03, 6.48814487e-02, -1.34709183e-02, 0.00000000e+00, -2.07623575e-01, 0.00000000e+00, 0.00000000e+00, -5.33739027e-01, 2.75002791e+00, 1.96448284e+00, 5.71252473e+00, 0.00000000e+00, 5.0000000000, 4.0603096635, 0.0394845608
         101, -1.34585311e-02, 6.48778831e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.96870292e-03, 6.48778831e-02, -1.34585311e-02, 0.00000000e+00, -2.07444055e-01, 0.00000000e+00, 0.00000000e+00, -5.52797334e-01, 2.73147102e+00, 1.95218670e+00, 5.69314568e+00, 0.00000000e+00, 5.0000000000, 4.1454686020, 0.0398662646
         102, -1.34841007e-02, 6.48751995e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.99759457e-03, 6.48751995e-02, -1.34841007e-02, 0.00000000e+00, -2.07846770e-01, 0.00000000e+00, 0.00000000e+00, -5.72829757e-01, 2.71195230e+00, 1.93918842e+00, 5.67311828e+00, 0.00000000e+00, 6.0000000000, 4.2374324096, 0.0402956428
         103, -1.34662492e-02, 6.48713637e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.02223141e-03, 6.48713637e-02, -1.34662492e-02, 0.00000000e+00, -2.07583878e-01, 0.00000000e+00, 0.00000000e+00, -5.94722771e-01, 2.69036754e+00, 1.92644908e+00, 5.65147076e+00, 0.00000000e+00, 6.0000000000, 4.3362967525, 0.0407201315
         104, -1.34787495e-02, 6.48670906e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.05284774e-03, 6.48670906e-02, -1.34787495e-02, 0.00000000e+00, -2.07790258e-01, 0.00000000e+00, 0.00000000e+00, -6.17216538e-01, 2.66829277e+00, 1.91094657e+00, 5.62890618e+00, 0.00000000e+00, 6.0000000000, 4.4469833396, 0.0411627272
         105, -1.34924081e-02, 6.48627707e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.07988712e-03, 6.48627707e-02, -1.34924081e-02, 0.00000000e+00, -2.08014674e-01, 0.00000000e+00, 0.00000000e+00, -6.39312945e-01, 2.64628356e+00, 1.89488487e+00, 5.60691729e+00, 0.00000000e+00, 6.0000000000, 4.5636505878, 0.0415942803
         106, -1.34885473e-02, 6.48570777e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.10032154e-03, 6.48570777e-02, -1.34885473e-02, 0.00000000e+00, -2.07973406e-01, 0.00000000e+00, 0.00000000e+00, -6.60277565e-01, 2.62538654e+00, 1.87799761e+00, 5.58487067e+00, 0.00000000e+00, 6.0000000000, 4.6812365700, 0.0420043652
         107, -1.34561208e-02, 6.48590734e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.11317281e-03, 6.48590734e-02, -1.34561208e-02, 0.00000000e+00, -2.07467053e-01, 0.00000000e+00, 0.00000000e+00, -6.81726494e-01, 2.60337226e+00, 1.86182191e+00, 5.56175705e+00, 0.00000000e+00, 6.0000000000, 4.7955994205, 0.0424347872
         108, -1.34044462e-02, 6.48391352e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.12211734e-03, 6.48391352e-02, -1.34044462e-02, 0.00000000e+00, -2.06733884e-01, 0.00000000e+00, 0.00000000e+00, -7.04349613e-01, 2.57997133e+00, 1.84745288e+00, 5.53804944e+00, 0.00000000e+00, 6.0000000000, 4.9154961889, 0.0428632853
         109, -1.33504015e-02, 6.48643389e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.12951631e-03, 6.48643389e-02, -1.33504015e-02, 0.00000000e+00, -2.05820358e-01, 0.00000000e+00, 0.00000000e+00, -7.27063791e-01, 2.55626225e+00, 1.83495099e+00, 5.51423592e+00, 0.00000000e+00, 6.0000000000, 5.0452062297, 0.0432915846
         110, -1.33038606e-02, 6.48219419e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.13738858e-03, 6.48219419e-02, -1.33038606e-02, 0.00000000e+00, -2.05236995e-01, 0.00000000e+00, 0.00000000e+00, -7.48820439e-01, 2.53303159e+00, 1.82322554e+00, 5.49145221e+00, 0.00000000e+00, 6.0000000000, 5.1788819596, 0.0437198099
         111, -1.32598860e-02, 6.48768372e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.13209203e-03, 6.48768372e-02, -1.32598860e-02, 0.00000000e+00, -2.04385518e-01, 0.00000000e+00, 0.00000000e+00, -7.68888561e-01, 2.51017815e+00, 1.81375096e+00, 5.47051620e+00, 0.00000000e+00, 6.0000000000, 5.3102422779, 0.0441450674
         112, -1.32487898e-02, 6.49549637e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.12608681e-03, 6.49549637e-02, -1.32487898e-02, 0.00000000e+00, -2.03968859e-01, 0.00000000e+00, 0.00000000e+00, -7.83104617e-01, 2.48788271e+00, 1.81863808e+00, 5.45615704e+00, 0.00000000e+00, 6.0000000000, 5.4343599030, 0.0445811283
         113, -1.32207543e-02, 6.50725091e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.11581189e-03, 6.50725091e-02, -1.32207543e-02, 0.00000000e+00, -2.03169579e-01, 0.00000000e+00, 0.00000000e+00, -7.62612245e-01, 2.46912280e+00, 1.87513564e+00, 5.47945408e+00, 0.00000000e+00, 6.0000000000, 5.5240350487, 0.0450040342
         114, -1.31335438e-02, 6.51378197e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.08969501e-03, 6.51378197e-02, -1.31335438e-02, 0.00000000e+00, -2.01627010e-01, 0.00000000e+00, 0.00000000e+00, -6.94903379e-01, 2.45516613e+00, 2.04147287e+00, 5.55879407e+00, 0.00000000e+00, 6.0000000000, 5.1465697936, 0.0451651892
         115, -1.30538407e-02, 6.51778520e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.07400074e-03, 6.51778520e-02, -1.30538407e-02, 0.00000000e+00, -2.00280315e-01, 0.00000000e+00, 0.00000000e+00, -6.44726672e-01, 2.43815968e+00, 2.26378205e+00, 5.60074745e+00, 0.00000000e+00, 6.0000000000, 4.0733766414, 0.0452777446
         116, -1.29425685e-02, 6.50549616e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.07106471e-03, 6.50549616e-02, -1.29425685e-02, 0.00000000e+00, -1.98948215e-01, 0.00000000e+00, 0.00000000e+00, -6.92892416e-01, 2.41878372e+00, 2.17754995e+00, 5.56702217e+00, 0.00000000e+00, 5.0000000000, 3.4252281774, 0.0454117305
         117, -1.28176253e-02, 6.48954229e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.08657827e-03, 6.48954229e-02, -1.28176253e-02, 0.00000000e+00, -1.97512008e-01, 0.00000000e+00, 0.00000000e+00, -7.87620240e-01, 2.38388351e+00, 2.02299580e+00, 5.46543750e+00, 0.00000000e+00, 5.0000000000, 3.6205319114, 0.0455148751
         118, -1.26867493e-02, 6.47080203e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.10018718e-03, 6.47080203e-02, -1.26867493e-02, 0.00000000e+00, -1.96061466e-01, 0.00000000e+00, 0.00000000e+00, -8.03110754e-01, 2.36139860e+00, 1.99348537e+00, 5.44877014e+00, 0.00000000e+00, 6.0000000000, 4.0377208619, 0.0456250493
         119, -1.26458568e-02, 6.45539942e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.10407017e-03, 6.45539942e-02, -1.26458568e-02, 0.00000000e+00, -1.95895807e-01, 0.00000000e+00, 0.00000000e+00, -8.21161181e-01, 2.34664311e+00, 1.98683873e+00, 5.43294331e+00, 0.00000000e+00, 6.0000000000, 4.1103759780, 0.0457313245
         120, -1.26465278e-02, 6.45045887e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.09529321e-03, 6.45045887e-02, -1.26465278e-02, 0.00000000e+00, -1.96056250e-01, 0.00000000e+00, 0.00000000e+00, -8.15778733e-01, 2.33060986e+00, 1.98747272e+00, 5.44075445e+00, 0.00000000e+00, 6.0000000000, 4.1966887671, 0.0458779225
         121, -1.26346609e-02, 6.45666541e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.08194752e-03, 6.45666541e-02, -1.26346609e-02, 0.00000000e+00, -1.95683996e-01, 0.00000000e+00, 0.00000000e+00, -8.08456451e-01, 2.32155447e+00, 2.02368097e+00, 5.44756625e+00, 0.00000000e+00, 6.0000000000, 4.1193917088, 0.0459898145
         122, -1.26767135e-02, 6.46318727e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.06469381e-03, 6.46318727e-02, -1.26767135e-02, 0.00000000e+00, -1.96137184e-01, 0.00000000e+00, 0.00000000e+00, -8.13488975e-01, 2.30465707e+00, 2.01556006e+00, 5.44654135e+00, 0.00000000e+00, 6.0000000000, 4.0165175364, 0.0460955631
         123, -1.27108255e-02, 6.46938687e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.04935653e-03, 6.46938687e-02, -1.27108255e-02, 0.00000000e+00, -1.96476509e-01, 0.00000000e+00, 0.00000000e+00, -8.43891704e-01, 2.29651867e+00, 1.97884331e+00, 5.41577974e+00, 0.00000000e+00, 6.0000000000, 4.0398564099, 0.0462018276
         124, -1.27412255e-02, 6.47338882e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.03136991e-03, 6.47338882e-02, -1.27412255e-02, 0.00000000e+00, -1.96824659e-01, 0.00000000e+00, 0.00000000e+00, -8.39877663e-01, 2.27951677e+00, 1.98430227e+00, 5.42078205e+00, 0.00000000e+00, 6.0000000000, 4.1837651102, 0.0463061524
         125, -1.27370953e-02, 6.47463465e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.02413790e-03, 6.47463465e-02, -1.27370953e-02, 0.00000000e+00, -1.96722996e-01, 0.00000000e+00, 0.00000000e+00, -8.34788399e-01, 2.27165339e+00, 1.99932139e+00, 5.42859299e+00, 0.00000000e+00, 6.0000000000, 4.1261615978, 0.0464741205
         126, -1.27468401e-02, 6.47607003e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01368257e-03, 6.47607003e-02, -1.27468401e-02, 0.00000000e+00, -1.96829869e-01, 0.00000000e+00, 0.00000000e+00, -8.38982143e-01, 2.25853301e+00, 2.00054577e+00, 5.42478018e+00, 0.00000000e+00, 6.0000000000, 4.0542669047, 0.0465797826
         127, -1.27286856e-02, 6.47499020e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01954748e-03, 6.47499020e-02, -1.27286856e-02, 0.00000000e+00, -1.96582314e-01, 0.00000000e+00, 0.00000000e+00, -8.45369661e-01, 2.24579102e+00, 2.00378380e+00, 5.42121921e+00, 0.00000000e+00, 6.0000000000, 4.0738891544, 0.0466853492
         128, -1.26972345e-02, 6.47574539e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01241065e-03, 6.47574539e-02, -1.26972345e-02, 0.00000000e+00, -1.96073713e-01, 0.00000000e+00, 0.00000000e+00, -8.52258539e-01, 2.23240371e+00, 1.99611453e+00, 5.41379950e+00, 0.00000000e+00, 6.0000000000, 4.1039585633, 0.0467892185
         129, -1.26359283e-02, 6.47449695e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01544565e-03, 6.47449695e-02, -1.26359283e-02, 0.00000000e+00, -1.95164635e-01, 0.00000000e+00, 0.00000000e+00, -8.54335943e-01, 2.22267760e+00, 2.00207672e+00, 5.41390891e+00, 0.00000000e+00, 6.0000000000, 4.1366369442, 0.0469328576
         130, -1.26138266e-02, 6.47598608e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01270015e-03, 6.47598608e-02, -1.26138266e-02, 0.00000000e+00, -1.94778469e-01, 0.00000000e+00, 0.00000000e+00, -8.55488668e-01, 2.21169029e+00, 1.99982079e+00, 5.41244589e+00, 0.00000000e+00, 6.0000000000, 4.1465423776, 0.0470417693
         131, -1.25639470e-02, 6.47495249e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01786269e-03, 6.47495249e-02, -1.25639470e-02, 0.00000000e+00, -1.94039215e-01, 0.00000000e+00, 0.00000000e+00, -8.56150199e-01, 2.20528069e+00, 2.00829499e+00, 5.41324624e+00, 0.00000000e+00, 6.0000000000, 4.1520490062, 0.0471465531
         132, -1.25474116e-02, 6.47641488e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01311729e-03, 6.47641488e-02, -1.25474116e-02, 0.00000000e+00, -1.93740084e-01, 0.00000000e+00, 0.00000000e+00, -8.57891989e-01, 2.19297481e+00, 2.00488271e+00, 5.41143659e+00, 0.00000000e+00, 6.0000000000, 4.1552124739, 0.0472523016
         133, -1.24984686e-02, 6.47519455e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.01403813e-03, 6.47519455e-02, -1.24984686e-02, 0.00000000e+00, -1.93020743e-01, 0.00000000e+00, 0.00000000e+00, -8.64731309e-01, 2.18669019e+00, 2.00325525e+00, 5.40603707e+00, 0.00000000e+00, 6.0000000000, 4.1635533253, 0.0473618023
         134, -1.24553253e-02, 6.47645083e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.99536014e-03, 6.47645083e-02, -1.24553253e-02, 0.00000000e+00, -1.92317144e-01, 0.00000000e+00, 0.00000000e+00, -8.63799438e-01, 2.17608461e+00, 2.00183457e+00, 5.40594233e+00, 0.00000000e+00, 6.0000000000, 4.1964667989, 0.0474911138
         135, -1.23765364e-02, 6.47502730e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.98007281e-03, 6.47502730e-02, -1.23765364e-02, 0.00000000e+00, -1.91142613e-01, 0.00000000e+00, 0.00000000e+00, -8.64329289e-01, 2.17214984e+00, 2.00660885e+00, 5.40671913e+00, 0.00000000e+00, 6.0000000000, 4.1829818844, 0.0476006811
